Sucursal;Dia;Mes;Anio;NombreTitulo;Precio;Cantidad
9 DE JULIO;11;6;2016;CATALINA Y SEBASTIAN - UN CUENTO EN LA PUNA ARGENT;16,67;1
9 DE JULIO;11;6;2016;UN INSECTO DE CIENCIA NOS VISITA;55;1
9 DE JULIO;11;6;2016;SERAFIN Y MARTINO - UN CUENTO EN EL GOLFO NUEVO;16,67;1
9 DE JULIO;13;6;2016;CUENTOS DE TERROR PARA FRANCO 8;144;2
9 DE JULIO;13;6;2016;MANUAL 4 - EN MOVIMIENTO;400;1
9 DE JULIO;13;6;2016;OFERTA EDICIONES B;50;1
9 DE JULIO;13;6;2016;PUTA DE BABILONIA, LA;150;1
9 DE JULIO;13;6;2016;CAROLINA SE ENAMORA;215;1
9 DE JULIO;13;6;2016;STAR WARS - SABLE DE LA LUZ AL RESCATE;260;1
9 DE JULIO;13;6;2016;CUENTOS LOCOS PARA LEER POCO A POCO;120;1
9 DE JULIO;13;6;2016;SELECCION INFANTIL OFERTA;50;1
9 DE JULIO;13;6;2016;HARRY POTTER  Y LAS RELIQUIAS DE LA MUERTE;450;1
9 DE JULIO;14;6;2016;ENCUENTROS ( EL LADO B DEL AMOR );180;1
9 DE JULIO;14;6;2016;LITERATURA 5 ACTIVADOS;350;1
9 DE JULIO;14;6;2016;MORIR PARA SER YO;285;1
9 DE JULIO;14;6;2016;ASSASSINS CREED 5 TOMOS;1200;1
9 DE JULIO;16;6;2016;CUENTOS CLASICOS DE TODO TIEMPO 3 TOMOS;990;1
9 DE JULIO;16;6;2016;TEST DE MATRICES PROGRESIVAS MANUAL;440;1
9 DE JULIO;16;6;2016;SET CREATIVO DE GALLETITA - PREPARE Y ADORNE;330;1
9 DE JULIO;16;6;2016;HISTORIAS DE DIVAN;420;1
9 DE JULIO;16;6;2016;DICCIONARIO DE PSICOANALISIS;500;1
9 DE JULIO;16;6;2016;CHUPAELPERRO - UNO QUE OTRO CONSEJO;250;1
9 DE JULIO;16;6;2016;BIOLOGIA ORIGEN Y EVOLUCION - PROYECTO NODOS;300;1
9 DE JULIO;16;6;2016;FISICOQUIMICA EN LA VIDA COTIDIANA;310;1
9 DE JULIO;16;6;2016;CARPETA DE LENGUA II;200;1
9 DE JULIO;17;6;2016;DIARIO DE UN VIAJE IMPOSIBLE;150;1
9 DE JULIO;17;6;2016;PERON - EXILIO RESISTENCIA RETORNO Y MUERTE 1955-1;470;1
9 DE JULIO;17;6;2016;PERON - FORMACION ASCENSO Y CAIDA 1893-1955;590;1
9 DE JULIO;18;6;2016;NO ME MALTRATES;170;1
9 DE JULIO;18;6;2016;REIKI CHAMANICO;285;1
9 DE JULIO;18;6;2016;GRAN LIBRO DE LA REFLEXOLOGIA FACIAL, EL;510;1
9 DE JULIO;18;6;2016;JUEGOS DE INGENIO;340;1
9 DE JULIO;18;6;2016;SEKOPE Y DIGBY - UN CUENTO EN AUSTRALIA;16,67;9
9 DE JULIO;21;6;2016;DIARIO DE UN VIAJE IMPOSIBLE;150;1
9 DE JULIO;22;6;2016;EL TREN MAS LARGO DEL MUNDO;120;1
9 DE JULIO;22;6;2016;UN CURSO DE MILAGROS;450;1
9 DE JULIO;22;6;2016;TITERES DE LA ANDARIEGA;105;1
9 DE JULIO;22;6;2016;CUENTOS COMPLETOS - 2 VOLUMENES;610;1
9 DE JULIO;22;6;2016;TEATRO PARA CHICOS;145;1
9 DE JULIO;22;6;2016;OIDOS SORDOS;360;1
9 DE JULIO;22;6;2016;PATITO FEO;250;1
9 DE JULIO;22;6;2016;BIENVENIDO DOLOR;360;1
9 DE JULIO;22;6;2016;CHUPAELPERRO - UNO QUE OTRO CONSEJO;230;1
9 DE JULIO;22;6;2016;LIBRO TROLL, EL;250;1
9 DE JULIO;22;6;2016;BOUCHARD EL CORSARIO DE LA PATRIA;172;1
9 DE JULIO;22;6;2016;SAN MARTIN - LA HISTORIETA ARGENTINA;172;1
9 DE JULIO;22;6;2016;HISTORIETA ARGENTINA - REVOLUCION DE MAYO;172;1
9 DE JULIO;22;6;2016;INVASIONES INGLESAS;172;1
9 DE JULIO;22;6;2016;OFERTA EDICIONES B;50;5
9 DE JULIO;22;6;2016;BELGRANO - LA HISTORIETA ARGENTINA;172;1
9 DE JULIO;22;6;2016;REVOLUCION DE MAYO - LA HISTORIATA ARGENTINA;172;1
9 DE JULIO;22;6;2016;GUEMES - HISTORIETA ARGENTINA;172;1
9 DE JULIO;22;6;2016;CASTELLI - MONTEAGUDO - HISTORIETA;172;1
9 DE JULIO;22;6;2016;ROSAS;172;1
9 DE JULIO;23;6;2016;HACIA LOS MARES DE LA LIBERTAD - TRILOGIA VOL 1;455;1
9 DE JULIO;23;6;2016;PROCEDIMIENTO FISCAL Y ADMINISTRATIVO 2.1;77;1
9 DE JULIO;23;6;2016;ATAQUES A LA INTEGRIDAD SEXUAL;305,5;1
9 DE JULIO;23;6;2016;PROCESO PARA LA REMOCION DE LOS MAGISTRADOS;177,6;1
9 DE JULIO;23;6;2016;DOLO EVENTUAL, EL;513,6;1
9 DE JULIO;23;6;2016;TRAFICO DE ESTUPEFACIENTES;325;1
9 DE JULIO;23;6;2016;EXENCION DE PRISION Y EXCARCELACION;565,5;1
9 DE JULIO;23;6;2016;PRETENSION MERAMENTE DECLARATIVA, LA;330;1
9 DE JULIO;23;6;2016;PHTLS - SOPORTE VITAL BASICO Y AVANZADO EN EL TRAU;920;1
9 DE JULIO;23;6;2016;MANUAL DE PRACTICA FORENSE;500;1
9 DE JULIO;23;6;2016;QUIMICA 11 ED.;1450;1
9 DE JULIO;24;6;2016;SANTA ALIENZA ,LA;370;1
9 DE JULIO;24;6;2016;VIDA SECRETA DE LA MENTE, LA;300;1
9 DE JULIO;24;6;2016;OFERTA EDICIONES B;100;1
9 DE JULIO;24;6;2016;TECNOLOGIA 6 EGB 2;200;1
9 DE JULIO;24;6;2016;LA BIOLOGIA DE LA TRANSFORMACION;540;1
9 DE JULIO;24;6;2016;RECONSTRUYENDO LAS CRIMINALOGIAS CRITICAS;456;1
9 DE JULIO;24;6;2016;JURISPRUDENCIA DE LA CASACION PENAL 7;298,8;1
9 DE JULIO;24;6;2016;DICCIONARIO COMPACT ESPAÑOL-INGLES OCEANO;231;1
9 DE JULIO;24;6;2016;ANALISIS DEL REGIMEN DE EJECUCION PENAL;1660;1
9 DE JULIO;24;6;2016;MUNDO DE SOFIA, EL;330;1
9 DE JULIO;24;6;2016;SALVAJE DE BOSTON, LA;350;1
9 DE JULIO;24;6;2016;TIERRA SIN MAL, LA;400;1
9 DE JULIO;24;6;2016;AFRICANUS - EL HIJO DEL CONSUL;495;1
9 DE JULIO;25;6;2016;LEGIONES MALDITAS, LAS;485;1
9 DE JULIO;25;6;2016;CODIGO CIVIL Y COMERCIAL DE LA NACION 2016;330;1
9 DE JULIO;25;6;2016;CONSTITUCION DE LA NACION ARGENTINA 2015;50;1
9 DE JULIO;27;6;2016;CHICA PAJARO ,LA;150;1
9 DE JULIO;27;6;2016;CONTRATADO DE LA ADMINISTRACION PUBLICA, EL;150;1
9 DE JULIO;27;6;2016;CARPETA DE LENGUA 1;180;1
9 DE JULIO;27;6;2016;PADECIENTES ,LOS;420;1
9 DE JULIO;27;6;2016;CARA A CARA - LA DIMENSION HUMANA DEL ANALISTA;380;1
9 DE JULIO;27;6;2016;CEREBRO ARGENTINO, EL;400;1
9 DE JULIO;28;6;2016;ANALFABETO EMOCIONAL, EL;230;1
9 DE JULIO;28;6;2016;TEORIA CONTABLE;250;1
9 DE JULIO;28;6;2016;MANUEL BELGRANO - EL HOMBRE DEL BICENTENARIO;350;1
9 DE JULIO;28;6;2016;SER COMO ELLOS;150;1
9 DE JULIO;28;6;2016;NETTER - INTRODUCCION AL DIAGNOSTICO POR IMAGENES;475;1
9 DE JULIO;28;6;2016;ATLAS ILUSTRADO DE LOS MINERALES;500;1
9 DE JULIO;28;6;2016;ODISEA;120;1
9 DE JULIO;29;6;2016;CIRUGIA DE CASAS  16ª EDIC;220;2
9 DE JULIO;29;6;2016;WHAT´S UP STARTER 2ª EDC;330;1
9 DE JULIO;29;6;2016;MENTIRA, LA;330;1
9 DE JULIO;29;6;2016;REVOLUCION ES UN SUEÑO ETERNO, LA;140;1
9 DE JULIO;29;6;2016;WHAT´S UP STARTER 2ª EDC;300;1
9 DE JULIO;29;6;2016;LENGUA Y LITERATURA 1 - PRACTICAS DEL LENGUAJE;250;1
9 DE JULIO;29;6;2016;ALIMENTACION SALUDABLE;150;1
9 DE JULIO;29;6;2016;LEY DE CONTRATO DE TRABAJO - COMENTADO;330;1
9 DE JULIO;29;6;2016;MARIA;140;1
9 DE JULIO;29;6;2016;REGALO ,EL;190;1
9 DE JULIO;30;6;2016;THATS IT 2;170;1
9 DE JULIO;30;6;2016;PROCESOS DE FAMILIA SEGUN EL NCCC;750;1
9 DE JULIO;30;6;2016;DERECHO DE FAMILIA EN EL NUEVO CODIGO CIVIL;700;1
9 DE JULIO;30;6;2016;HISTORIA CONSTITUCIONAL ARGENTINA;350;1
9 DE JULIO;30;6;2016;HISTORIA CONSTITUCIONAL ARGENTINA 5ªED.;500;1
9 DE JULIO;30;6;2016;MANUAL DE LOS SABERES EN JUEGO 6 - APRENDEMOS;33,33;1
9 DE JULIO;30;6;2016;BIOLOGIA - EL INTERCAMBIO DE MATERIA Y ENERGIA EN;33,33;1
9 DE JULIO;30;6;2016;GEOGRAFIA - ARGENTINA EN LA GLOBALIZ - SABER ES CL;33,34;1
9 DE JULIO;30;6;2016;BIOLOGIA - EL INTERCAMBIO DE MATERIA Y ENERGIA EN;66,66;1
9 DE JULIO;30;6;2016;GEOGRAFIA - ARGENTINA EN LA GLOBALIZ - SABER ES CL;66,66;1
9 DE JULIO;30;6;2016;MANUAL DE LOS SABERES EN JUEGO 6 - APRENDEMOS;66,67;1
9 DE JULIO;30;6;2016;ESTAMOS COMO SOMOS;150;1
9 DE JULIO;30;6;2016;CONTRATOS EN GENERAL - INCIDENCIAS EN EL NCCC;600;1
9 DE JULIO;30;6;2016;BIOLOGIA - EL INTERCAMBIO DE MATERIA Y ENERGIA EN;100;1
9 DE JULIO;30;6;2016;MANUAL DE LOS SABERES EN JUEGO 6 - APRENDEMOS;100;1
9 DE JULIO;30;6;2016;GEOGRAFIA - ARGENTINA EN LA GLOBALIZ - SABER ES CL;100;1
9 DE JULIO;1;7;2016;HARRY POTTER Y LA ORDEN DEL FENIX;490;1
9 DE JULIO;1;7;2016;CORNELIUS CASTORIADIS Y EL IMAGINARIO RADICAL;100;1
9 DE JULIO;1;7;2016;RASTRO DE LA CANELA, EL;150;1
9 DE JULIO;1;7;2016;BUSCANDO ALASKA;280;1
9 DE JULIO;1;7;2016;PACTO, EL;200;1
9 DE JULIO;1;7;2016;MI CUADERNO DE NOTAS - SOY UNA CHICA BUENA;140;1
9 DE JULIO;1;7;2016;UN CURSO DE MILAGROS;450;1
9 DE JULIO;1;7;2016;USADOS;300;1
9 DE JULIO;1;7;2016;CHICOS EN BANDA;250;1
9 DE JULIO;1;7;2016;PEREZA Y LA CELEBRACION DE LO HUMANO Y OTROS ESCRI;225;1
9 DE JULIO;2;7;2016;SINDROMES CLINICOS EN CANINOS Y FELINOS;1275;1
9 DE JULIO;2;7;2016;MAGIA, LA;290;1
9 DE JULIO;2;7;2016;LIBRO SECRETO DE BELLA ,EL;150;1
9 DE JULIO;2;7;2016;AVENTURAS CON STICKERS - COLECCION;40;3
9 DE JULIO;2;7;2016;GUIA DE ESTUDIO FAMILIA - NCCC;300;2
9 DE JULIO;2;7;2016;ANIMALES FANTASTICOS Y DONDE ENCONTRARLOS;100;1
9 DE JULIO;4;7;2016;LOGOTERAPIA ES OBVIA, LA;150;1
9 DE JULIO;4;7;2016;LOGOTERAPIA - CAMINO DE AUTOHUMANIZACION;150;1
9 DE JULIO;4;7;2016;LOGOTERAPIA EN CARCELES;120;1
9 DE JULIO;4;7;2016;TEST DE MATRICES PROGRESIVAS - ESCALA COLOREADA;550;1
9 DE JULIO;4;7;2016;ES EL PERONISMO,ESTUPIDO;400;1
9 DE JULIO;4;7;2016;CODIGO PENAL DE LA NACION 2016 - BOLSILLO;250;1
9 DE JULIO;4;7;2016;TALLER DE ESCRITURA;200;1
9 DE JULIO;4;7;2016;EN LA LINEA RECTA- ZONA LIBRE;170;1
9 DE JULIO;4;7;2016;HOMBRE DE LOS PIES - MURCIELAGO, EL;170;1
9 DE JULIO;4;7;2016;GRAMATICA Y ESCRITURA;290;1
9 DE JULIO;4;7;2016;INSTRUMENTOS DE LA CRITICA NARRATIVA;256;1
9 DE JULIO;4;7;2016;POETICAS EN SUSPENSO;205;1
9 DE JULIO;4;7;2016;IMPUESTO AL VALOR AGREGADO - EXPL Y COM - 9 EDIC;215;1
9 DE JULIO;4;7;2016;MATEMATICA FINANCIERA;300;1
9 DE JULIO;4;7;2016;MONOTRIBUTO 3.8;100;1
9 DE JULIO;5;7;2016;DEMANDAS CIVILES DEL NUEVO CODIGO CIVIL Y COMERCIA;600;1
9 DE JULIO;5;7;2016;PSICOANALISTA, EL - 10ª EDIC ANIVERSARIO;360;1
9 DE JULIO;6;7;2016;JUSTICIA CIEGA;305;1
9 DE JULIO;6;7;2016;UN CURSO DE MILAGROS;1030;1
9 DE JULIO;6;7;2016;CHUPAELPERRO - UNO QUE OTRO CONSEJO;250;1
9 DE JULIO;6;7;2016;ALICIA EN EL PAIS DE LAS MARAVILLAS;210;1
9 DE JULIO;6;7;2016;BULLYING - COMO PREVENIR E INTERVENIR;200;1
9 DE JULIO;6;7;2016;BULLYING - EN LA ENSEÑANZA SECUNDARIA;200;1
9 DE JULIO;6;7;2016;DORA LA EXPLORADORA. SET DE ACTIVIDADES;130;1
9 DE JULIO;7;7;2016;LEE Y DIVIERTETE - SET DE DOCTORA;275;1
9 DE JULIO;7;7;2016;TERCERA EDAD ACTIVIDAD FISICA Y SALUD;380;1
9 DE JULIO;7;7;2016;CEREBRO ARGENTINO, EL;400;1
9 DE JULIO;7;7;2016;OFERTA EDICIONES B;100;1
9 DE JULIO;7;7;2016;DISNEY MINNIE MI PEQUEÑA BIBLIOTECA;300;1
9 DE JULIO;7;7;2016;OJOS DEL PERRO SIBERIANO, LOS;150;1
9 DE JULIO;7;7;2016;TUNEL DE LOS PAJAROS MUERTOS, EL;160;1
9 DE JULIO;7;7;2016;PROCEDIMIENTO FISCAL Y ADMINISTRATIVO 2.1;110;1
9 DE JULIO;7;7;2016;REPARACION DE DAÑOS POR MALA PRAXIS MEDICA;490;1
9 DE JULIO;7;7;2016;CAUSALES PARA DEMANDAR POR RESPONSABILIDAD CIVIL;950;1
9 DE JULIO;7;7;2016;JUDICIALIZACION DE LA SALUD Y METODOS ALTERNATIVOS;250;1
9 DE JULIO;7;7;2016;VIOLENCIA DE GENERO FEMICIDIO Y DERECHO PENAL;550;1
9 DE JULIO;7;7;2016;CODIGO PROCESAL CIVIL Y COMERCIAL - CHACO;110;1
9 DE JULIO;7;7;2016;TERCERA PUERTA ,LA;150;1
9 DE JULIO;7;7;2016;RESOLUCIONES TECNICAS VIGENTES 3.6;120;1
9 DE JULIO;7;7;2016;AMOR EN LAS PSICOSIS, EL;430;1
9 DE JULIO;8;7;2016;DICCIONARIO PRACTICO PARA ARGENTINA Y AMERICA LATI;100;1
9 DE JULIO;8;7;2016;LAS CIUDADES INVISIBLES;340;1
9 DE JULIO;8;7;2016;LO FEMENINO;229;1
9 DE JULIO;8;7;2016;RECIBIR EN CASA;300;1
9 DE JULIO;8;7;2016;BAMBI - CUENTO EN 3D;160;1
9 DE JULIO;8;7;2016;ROCO Y SUS HERMANAS;130;1
9 DE JULIO;8;7;2016;ZOOTOPIA - CLASICOS DINEY;160;1
9 DE JULIO;8;7;2016;CODIGO CIVIL Y COMERCIAL BOLSILLO;110;1
9 DE JULIO;11;7;2016;MAMIMIAU;140;1
9 DE JULIO;11;7;2016;OFERTA INFANTILES;100;1
9 DE JULIO;11;7;2016;MAS LINDAS HISTORIAS DE LUCIA Y NICOLAS, LAS;200;1
9 DE JULIO;11;7;2016;PACK INFANTIL ECOLOGICO - PUEDO HACER DE TODO;275;1
9 DE JULIO;11;7;2016;A DIBUJAR - COLORIDOS PAJARITOS;150;1
9 DE JULIO;11;7;2016;MY LIFE STARTER STUDENTS BOOK;300;1
9 DE JULIO;11;7;2016;HOLA! DISNEY PRINCESA;330;1
9 DE JULIO;11;7;2016;CINE DE LO REAL, EL;200;1
9 DE JULIO;11;7;2016;POR SIEMPRE AMIGOS;50;1
9 DE JULIO;11;7;2016;EN LO MAS IMPLACABLE DE LA NOCHE;125;1
9 DE JULIO;11;7;2016;VIDAS DE LA EMANCIPACION, LAS;50;1
9 DE JULIO;11;7;2016;HAYDEE SANTAMARIA;80;1
9 DE JULIO;11;7;2016;ANTONIO GRAMSCI;80;1
9 DE JULIO;11;7;2016;PODER GRACIA LIBERTAD;285;1
9 DE JULIO;11;7;2016;HISTORIA DE AMOR;30;1
9 DE JULIO;11;7;2016;CRUZ DIABLO !;100;1
9 DE JULIO;11;7;2016;PECECITO QUE VINO DE LA LUNA;40;1
9 DE JULIO;11;7;2016;COMO SI EL RUIDO PUDIERA MOLESTAR;115;1
9 DE JULIO;11;7;2016;SILENCIO NIÑOS!;125;1
9 DE JULIO;11;7;2016;GUIA PRACTICA PARA EL CONTADOR 5TA ED;470;1
9 DE JULIO;11;7;2016;GUIA PRACTICA PARA EL LIQUIDADOR DE SUELDOS;300;1
9 DE JULIO;11;7;2016;OFERTA EDICIONES B;100;1
9 DE JULIO;12;7;2016;CODIGO PROCESAL PENAL DEL CHACO;150;1
9 DE JULIO;12;7;2016;DON QUIJOTE DE LA MANCHA;170;1
9 DE JULIO;12;7;2016;OFERTA EDICIONES B;400;1
9 DE JULIO;12;7;2016;LONGMAN DICCIONARIO POCKET ESP-INGL;280;1
9 DE JULIO;12;7;2016;DICCIONARIO BILINGUE YATAY ESP/ING/ENG/SPA;400;1
9 DE JULIO;12;7;2016;EN CAMBIO;350;1
9 DE JULIO;12;7;2016;MANUAL DE CONCURSOS Y QUIEBRAS;500;1
9 DE JULIO;12;7;2016;MANUAL PARA NO MORIR DE AMOR;390;1
9 DE JULIO;12;7;2016;VIVIR EN EL ALMA;300;1
9 DE JULIO;12;7;2016;SECRETO BIEN GUARDADO;370;1
9 DE JULIO;12;7;2016;EMANUEL Y MARGARITA UN VIAJE INESPERADO;160;1
9 DE JULIO;12;7;2016;CUENTOS CON ESPECTROS SOMBRAS Y VAMPIROS;140;1
9 DE JULIO;12;7;2016;CUENTOS CON DETECTIVES Y COMISARIOS;130;1
9 DE JULIO;12;7;2016;AMOR EN LOS TIEMPOS DEL COLERA;260;1
9 DE JULIO;12;7;2016;JASY;430;1
9 DE JULIO;12;7;2016;NEW TOTAL ENGLISH STARTER BOOK 2;400;1
9 DE JULIO;12;7;2016;KIRCHNERISMO;120;1
9 DE JULIO;13;7;2016;CAIDOS DEL MAPA VII - UN TRISTE ADIOS;170;1
9 DE JULIO;13;7;2016;MANUEL BELGRANO - EL HOMBRE DEL BICENTENARIO;350;1
9 DE JULIO;13;7;2016;LITERATURA 4 - ACTIVADOS;320;1
9 DE JULIO;13;7;2016;PRACTICAS DEL LENGUAJE 2 - ACTIVADOS;320;1
9 DE JULIO;13;7;2016;PIÑATA, LA;320;1
9 DE JULIO;13;7;2016;PRINCIPIOS DE ANATOMIA Y FISIFIOLOGIA 13 EDIC;1800;1
9 DE JULIO;13;7;2016;EL JUEGO EN LA ENSEÑANZA DE LA MATEMATICA;320;1
9 DE JULIO;13;7;2016;COMETAS EN EL CIELO;220;1
9 DE JULIO;13;7;2016;ECONOMIA DE TU VIDA,LA;150;1
9 DE JULIO;13;7;2016;RENOIR;170;1
9 DE JULIO;13;7;2016;LEANDRO DA VINCI;250;1
9 DE JULIO;13;7;2016;GIORGIO DE CHIRICO;250;1
9 DE JULIO;13;7;2016;A LA ZAGA;260;1
9 DE JULIO;13;7;2016;VERMEER;170;1
9 DE JULIO;13;7;2016;EDWARD HOPPER;250;1
9 DE JULIO;13;7;2016;COMER REZAR AMAR;300;1
9 DE JULIO;13;7;2016;OFERTA EDICIONES B;100;1
9 DE JULIO;14;7;2016;YO ANTES DE TI;350;1
9 DE JULIO;14;7;2016;MENTIRAS PELIGROSAS;275;1
9 DE JULIO;14;7;2016;VIGILANTES DEL FARO ,LOS;200;1
9 DE JULIO;14;7;2016;OFERTA EDICIONES B;200;1
9 DE JULIO;14;7;2016;MANUAL INTERACTIVO FEDERAL 4;260;1
9 DE JULIO;14;7;2016;DICCIONARIO ESCOLAR ILUSTRADO;120;1
9 DE JULIO;15;7;2016;FLORES - RELAJESE Y LIBERE LA MENTE COLOREANDO;300;1
9 DE JULIO;15;7;2016;ESTATUTO DEL DOCENTE;150;2
9 DE JULIO;15;7;2016;EN LA RESACA;271;1
9 DE JULIO;15;7;2016;600 RECIBOS RESERVAS RESGUARDOS Y PROTESTAS;200;1
9 DE JULIO;15;7;2016;JUAN SALVADOR GAVIOTA;225;1
9 DE JULIO;15;7;2016;UN MUNDO FELIZ;120;1
9 DE JULIO;15;7;2016;POR EL SENDERO DE LAS LAGRIMAS;380;1
9 DE JULIO;15;7;2016;CANCION DEL MAR, LA;400;1
9 DE JULIO;15;7;2016;CABALLO, EL -   ANATOMIA  RAZAS  HISTORIA Y;210;1
9 DE JULIO;15;7;2016;UN CABALLO A PRUEBA DE BOMBAS;100;1
